Name,Title,DateFrom,DateTo,Destination,Purpose,TravelAirGBP,TravelRailGBP,TravelCarTaxiGBP,AccommodationMealsGBP,OtherInclHospitalityGivenGBP,TotalGBP,Notes
Jason Feeney,Chief Operating Officer,2017-01-05,2017-01-05,York,Official Meetings,,,29.25,,,29.25,
Jason Feeney,Chief Operating Officer,2017-01-09,2017-01-09,Ellesmere,Official Meetings,,,26.77,,,26.77,
Jason Feeney,Chief Operating Officer,2017-01-11,2017-01-11,London,Official Meetings,,239,7.2,,,246.2,
Jason Feeney,Chief Operating Officer,2017-01-16,2017-01-16,London,Official Meetings,,239,26.2,3.95,,269.15,
Jason Feeney,Chief Operating Officer,2017-01-17,2017-01-17,Sheffield,Official Meetings,,,53.4,3.9,,57.3,
Jason Feeney,Chief Operating Officer,2017-01-19,2017-01-19,York,Official Meetings,,,29.25,,,29.25,
Jason Feeney,Chief Operating Officer,2017-01-23,2017-01-25,Newbury / London,FSA Board Meeting / Official Meetings,,258,24.2,120.45,,402.65,
Jason Feeney,Chief Operating Officer,2017-01-26,2017-01-26,London,Official Meetings,,239,26.2,5.89,,271.09,
Jason Feeney,Chief Operating Officer,2017-01-27,2017-01-27,Harrogate,Official Meetings,,,9.6,,,9.6,
Jason Feeney,Chief Operating Officer,2017-01-30,2017-01-30,London,Official Meetings,,239,26.2,5.19,,270.39,
Jason Feeney,Chief Operating Officer,2017-01-31,2017-02-01,Edinburgh,Official Meetings,,145,31.7,,,176.7,
Jason Feeney,Chief Operating Officer,2017-02-02,2017-02-02,York,Official Meetings,,,29.25,5.1,,34.35,
Jason Feeney,Chief Operating Officer,2017-02-08,2017-02-08,Belfast,Official Meetings,138,,7,5,,150,
Jason Feeney,Chief Operating Officer,2017-02-09,2017-02-09,Birmingham,Executive Management Team Meeting ,,79.3,18,145,,242.3,
Jason Feeney,Chief Operating Officer,2017-02-13,2017-02-13,Norwich,Official Meetings,,118.5,26.2,3,,147.7,
Jason Feeney,Chief Operating Officer,2017-02-14,2017-02-14,London,Official Meetings,,239,26.2,6.05,,271.25,
Jason Feeney,Chief Operating Officer,2017-02-15,2017-02-15,York,Official Meetings,,,29.25,,,29.25,
Jason Feeney,Chief Operating Officer,2017-02-16,2017-02-16,Leeds,Official Meetings,,,10.35,,,10.35,
Jason Feeney,Chief Operating Officer,2017-02-21,2017-02-21,London,Official Meetings,,239,7.2,12.1,,258.3,
Jason Feeney,Chief Operating Officer,2017-02-22,2017-02-22,London,Official Meetings,,239,26.2,,,265.2,
Jason Feeney,Chief Operating Officer,2017-02-24,2017-03-03,"Houston, Texas - USA",Attendance at Conference,1226.95,,,1256.53,,2483.48,
Jason Feeney,Chief Operating Officer,2017-03-06,2017-03-06,Leeds,Official Meetings,,,18.2,,,18.2,
Jason Feeney,Chief Operating Officer,2017-03-07,2017-03-08,London,Official Meetings,,239,45.2,152.29,,436.49,
Jason Feeney,Chief Operating Officer,2017-03-09,2017-03-09,York,Official Meetings,,,29.25,,,29.25,
Jason Feeney,Chief Operating Officer,2017-03-14,2017-03-15,London,Official Meetings,,239,53.2,132.65,,424.85,
Jason Feeney,Chief Operating Officer,2017-03-16,2017-03-16,Birmingham,Official Meetings,,37.6,26.2,,,63.8,
Jason Feeney,Chief Operating Officer,2017-03-17,2017-03-17,Harrogate,Official Meetings,,,9.6,,,9.6,
Jason Feeney,Chief Operating Officer,2017-03-27,2017-03-28,London,Official Meetings,,258,7.2,114.69,,379.89,
Jason Feeney,Chief Operating Officer,2017-03-29,2017-03-31,Stanhope,Executive Management Team Meeting ,,,,157,,157,
Chris Hitchen,Director of Finance & Performance,2017-01-10,2017-01-10,London,Official Meeting,,120,17,7.24,,144.24,
Chris Hitchen,Director of Finance & Performance,2017-01-11,2017-01-11,London,Executive Management Team  Meeting / Official Meetings,,198.35,19,10,,227.35,
Chris Hitchen,Director of Finance & Performance,2017-01-17,2017-01-17,London,Official Meetings,,196.5,28,8.39,,232.89,
Chris Hitchen,Director of Finance & Performance,2017-01-23,2017-01-24,Newbury,FSA Board Retreat,,262.25,29,107.33,,398.58,
Chris Hitchen,Director of Finance & Performance,2017-01-31,2017-01-31,London,Official Meetings,,196.5,25,9.44,,230.94,
Chris Hitchen,Director of Finance & Performance,2017-02-01,2017-02-01,London,Official Meetings,,172.6,25,7.45,,205.05,
Chris Hitchen,Director of Finance & Performance,2017-02-08,2017-02-09,Birmingham,Executive Management Team  Meeting,,99.75,12,145,,256.75,
Chris Hitchen,Director of Finance & Performance,2017-02-21,2017-02-21,London,Official Meeting,,239,9,10,,258,
Chris Hitchen,Director of Finance & Performance,2017-02-27,2017-02-27,London,Official Meetings,,172.6,,10,,182.6,
Chris Hitchen,Director of Finance & Performance,2017-03-14,2017-03-15,London,FSA Board Meeting,,249.15,,140.4,,389.55,
Chris Hitchen,Director of Finance & Performance,2017-03-20,2017-03-20,London,Official Meeting,,106,26,4.29,,136.29,
Chris Hitchen,Director of Finance & Performance,2017-03-22,2017-03-22,,Oyster card Top-up,,20,,,,20,
Chris Hitchen,Director of Finance & Performance,2017-03-29,2017-03-30,Stanhope,Executive Management Team  Meeting,,,69.75,157,,226.75,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-01-20,2017-01-20,London,Official Meetings,272.53,25,31.11,,,328.64,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-01-23,2017-01-24,Newbury,FSA Board Retreat,152.53,,107.32,125.8,,385.65,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-01-31,2017-02-01,London,Official Meetings,207.53,37,49.11,125,,418.64,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-02-09,2017-02-10,Birmingham,Executive Management Team Meeting,266.06,10.3,49.11,145,,470.47,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-02-14,2017-02-14,London,Official Meetings,207.53,37,88.22,,,332.75,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-02-21,2017-02-22,London,Official Meetings,192.53,,49.11,125,,366.64,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-03-14,2017-03-15,London,FSA Board Meeting,343.53,62,46.95,141.9,,594.38,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-03-22,2017-03-23,York,Official Meetings,143.17,,70.1,94,140,447.27,
Maria Jennings,Director of Northern Ireland & Organisational Development,2017-03-29,2017-03-30,Stanhope,Executive Management Team Meeting,69.98,,25.15,157,120.91,373.04,
Julie Pierce,"Director of Openness, Data and Digital",2017-01-05,2017-01-06,London,Official Meeting ,,83.2,4.8,100.68,,188.68,
Julie Pierce,"Director of Openness, Data and Digital",2017-01-09,2017-01-11,London,Official Meeting ,,35,2.4,158,,195.4,
Julie Pierce,"Director of Openness, Data and Digital",2017-01-12,2017-01-12,Cardiff,Official Meeting ,,14.6,,,,14.6,
Julie Pierce,"Director of Openness, Data and Digital",2017-01-17,2017-01-18,London,Official Meeting ,,35,9,115.68,,159.68,
Julie Pierce,"Director of Openness, Data and Digital",2017-01-23,2017-01-24,Newbury,Official Meeting ,,26.9,26.5,85,,138.4,
Julie Pierce,"Director of Openness, Data and Digital",2017-01-24,2017-01-25,London,Official Meeting ,,131.4,4.8,112.63,,248.83,
Julie Pierce,"Director of Openness, Data and Digital",2017-01-30,2017-01-31,London,Official Meeting ,,114.7,,111.13,,225.83,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-01,2017-02-01,Birmingham,Official Meeting ,,112.8,17,2.3,,132.1,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-02,2017-02-02,London,Official Meeting ,,109.7,,,,109.7,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-07,2017-02-07,London,Official Meeting ,,140,,115.68,,255.68,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-08,2017-02-08,York,Official Meeting ,,36,6,,,42,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-08,2017-02-09,Birmingham,Executive Management Team Meeting,,119.3,27,145,,291.3,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-14,2017-02-15,London,Official Meeting ,,114.7,4.8,100.68,,220.18,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-20,2017-02-21,Cambridge,Attendance at Lecture,,120,13,20.7,,153.7,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-22,2017-02-23,London,Official Meeting ,,125.6,11.8,112.63,,250.03,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-26,2017-02-26,Cardiff,Attendance at Conference,,,6.7,,,6.7,
Julie Pierce,"Director of Openness, Data and Digital",2017-02-28,2017-03-01,London,Official Meeting ,,114.7,4.8,213.31,,332.81,
Julie Pierce,"Director of Openness, Data and Digital",2017-03-06,2017-03-09,London,Official Meeting ,,167,41,228.31,,436.31,
Julie Pierce,"Director of Openness, Data and Digital",2017-03-14,2017-03-15,London,FSA Board meeting,,70,4.8,126.95,,201.75,
Julie Pierce,"Director of Openness, Data and Digital",2017-03-16,2017-03-16,London,Official Meeting ,,44.7,4.8,,,49.5,
Julie Pierce,"Director of Openness, Data and Digital",2017-03-21,2017-03-22,London,Official Meeting ,,172,,100.68,,272.68,
Julie Pierce,"Director of Openness, Data and Digital",2017-03-23,2017-03-23,York,Official Meeting ,,254.2,21.9,4.24,,280.34,
Julie Pierce,"Director of Openness, Data and Digital",2017-03-28,2017-03-28,London,Official Meeting ,,70,44.4,112.68,,227.08,
Julie Pierce,"Director of Openness, Data and Digital",2017-03-29,2017-03-30,Stanhope,Executive Management Team Meeting,,98.5,28.5,157,,284,
Nina Purcell,Director of Regulatory Delivery,2017-01-18,2017-01-18,Birmingham,Stakeholder Meeting,,,30.6,,,30.6,
Nina Purcell,Director of Regulatory Delivery,2017-01-23,2017-01-24,Newbury,FSA Board Retreat,,,,85,,85,
Nina Purcell,Director of Regulatory Delivery,2017-01-25,2017-01-25,London,Stakeholder Meeting,,223,,,,223,
Nina Purcell,Director of Regulatory Delivery,2017-02-08,2017-02-09,Birmingham,Executive Management Team Meeting,,20.9,,145,,165.9,
Nina Purcell,Director of Regulatory Delivery,2017-02-14,2017-02-15,London,Stakeholder Meeting,,160.7,,270,,430.7,
Nina Purcell,Director of Regulatory Delivery,2017-02-24,2017-03-03,"Houston, Texas - USA",Attendance at Conference,1172.77,,50.68,817.3,,2040.75,
Nina Purcell,Director of Regulatory Delivery,2017-03-07,2017-03-07,London,Attendance at Conference,,98.4,,,,98.4,
Nina Purcell,Director of Regulatory Delivery,2017-03-09,2017-03-09,London,Attendance at Conference,,233,,,,233,
Nina Purcell,Director of Regulatory Delivery,2017-03-14,2017-03-15,London,FSA Board Meeting,,98.4,,126.96,,225.36,
Nina Purcell,Director of Regulatory Delivery,2017-03-23,2017-03-23,London,Attendance at Conference,,159.7,,,,159.7,
Nina Purcell,Director of Regulatory Delivery,2017-03-28,2017-03-28,London,Stakeholder Meeting,,98.4,,,,98.4,
Nina Purcell,Director of Regulatory Delivery,2017-03-29,2017-03-30,Stanhope,Executive Management Team Meeting,,,126.7,157,,283.7,
Steve Wearne,Director of Policy,2017-01-12,2017-01-12,Welwyn Garden City,Stakeholder Visit,,20.6,,,,20.6,
Steve Wearne,Director of Policy,2017-01-18,2017-01-18,London,Official Visit,,4.8,,,,4.8,
Steve Wearne,Director of Policy,2017-01-23,2017-01-23,London,Official Meetings,86.46,,50.85,,,137.31,
Steve Wearne,Director of Policy,2017-01-23,2017-01-24,Newbury,FSA Board Meeting,,53.8,,85,,138.8,
Steve Wearne,Director of Policy,2017-02-08,2017-02-09,Birmingham,Executive Management Team Meeting,,48.55,,145,,193.55,
Steve Wearne,Director of Policy,2017-02-13,2017-02-16,Washington DC - USA,Official Visit,878.77,29.5,,268.69,17,1193.96,
Steve Wearne,Director of Policy,2017-03-14,2017-03-14,London,FSA Board Meeting,,,,101.28,,101.28,
Steve Wearne,Director of Policy,2017-03-21,2017-03-22,Aberdeen,Official Meetings,285.44,,18,101.75,,405.19,
Steve Wearne,Director of Policy,2017-03-22,2017-03-23,Brussels,Official Visit,83.62,16.48,,103.35,,203.45,
Steve Wearne,Director of Policy,2017-03-29,2017-03-31,Stanhope,Executive Management Team Meeting,184.3,25,,157,,366.3,
