Name,Title,DateFrom,DateTo,Destination,Purpose,TravelAirGBP,TravelRailGBP,TravelCarTaxiGBP,AccommodationMealsGBP,OtherInclHospitalityGivenGBP,TotalGBP,Notes
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-08,2017-09-08,London,Internal Meetings,,135,,3.99,,138.99,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-12,2017-09-12,London,Internal Meetings,,135,,3.99,,138.99,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-13,2017-09-13,London,Internal Meetings,,67.5,,,,67.5,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-14,2017-09-14,London,Internal Meetings,,89,,,,89,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-15,2017-09-16,London / Newport,Internal Meetings,,135,36.92,,,171.92,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-19,2017-09-20,Belfast,FSA Board Meeting,271.42,13.9,,30.98,,316.3,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-25,2017-09-25,London,Internal Meetings,,135,,3.25,,138.25,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-27,2017-09-27,London,Internal Meetings,,135,,3.35,,138.35,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-28,2017-09-28,London,Internal Meetings,,135,,4,,139,
MARTIN EVANS,Interim Chief Operating Officer ,2017-09-29,2017-09-29,London,Internal Meetings,,135,,,,135,
CHRIS HITCHEN,Director of Finance & Performance,2017-07-11,2017-07-11,London,Internal Meetings,,245,26,10,,281,
CHRIS HITCHEN,Director of Finance & Performance,2017-08-29,2017-08-29,London,Executive Management Team Meeting,,245,13,10,,268,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-04,2017-09-04,London,Internal Meetings,,200,16,9.2,,225.2,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-07,2017-09-07,London,Internal Meetings,,245,26,6.1,,277.1,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-12,2017-09-12,London,Internal Meetings,,245,25,10,1.65,281.65,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-18,2017-09-18,York,Stakeholder Engagement,,,,,2.2,2.2,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-19,2017-09-20,Belfast,FSA Board Meeting,130.7,,25,195,796.85,1147.55,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-21,2017-09-21,London,Internal Meetings,,245,25,10,,280,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-25,2017-09-26,London,Executive Management Team Meeting,,245,13,204.34,126,588.34,
CHRIS HITCHEN,Director of Finance & Performance,2017-09-27,2017-09-27,London,Internal Meetings,,245,25,10,,280,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-07-04,2017-07-04,London,Executive Management Team Meeting,211.53,37,64.85,35,,348.38,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-07-31,2017-07-31,Belfast,Inter-governmental meeting,,,3.15,,,3.15,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-08-01,2017-08-01,London,Executive Management Team Meeting,166.53,87,2.7,37.55,,293.78,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-08-09,2017-08-09,Belfast,Inter-governmental meeting,,,3.15,,,3.15,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-08-21,2017-08-21,Dublin,Inter-governmental meeting,,17.5,,,,17.5,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-06,2017-09-06,London,Internal Meetings,176.53,5,49.11,,,230.64,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-11,2017-09-11,Belfast,Inter-governmental meeting,,,8.2,,,8.2,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-12,2017-09-12,London,Executive Management Team Meeting,221.53,37,41.81,17.75,,318.09,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-13,2017-09-13,Toome,Internal Meetings,,,25.2,,,25.2,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-19,2017-09-21,Belfast,FSA Board Meeting,,,19.5,,,19.5,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-22,2017-09-22,Belfast,Inter-governmental meeting,,,3,,,3,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-25,2017-09-26,London,Executive Management Team Meeting,179.53,37,49.65,198.85,,465.03,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-27,2017-09-27,Dublin,External Conference,,25,,,,25,
MARIA JENNINGS,Director of FSA Northern Ireland & Organisational Development,2017-09-28,2017-09-28,York,Internal Meetings,124.7,,139.65,15.15,,279.5,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-07-03,2017-07-03,London,Internal Meetings,,59.5,3.9,110,,173.4,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-07-04,2017-07-05,York,Internal Meetings,,187.8,12.8,100.3,,300.9,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-07-11,2017-07-12,London,Internal Meetings,,161.5,20.8,15,,197.3,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-07-16,2017-07-16,London,External Conference,,66.2,11.1,,,77.3,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-07-17,2017-07-19,London,Internal Meetings,,10,17.2,201.36,,228.56,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-07-19,2017-07-20,Brighton,Staff Event,,105.6,9.4,74,,189,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-07-25,2017-07-27,London,Internal Meetings,,104.2,,210.11,,314.31,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-08-01,2017-08-01,London,Internal Meetings,,161.5,2.4,,,163.9,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-08-08,2017-08-10,London,Internal Meetings,,104.12,4.8,178,,286.92,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-08-15,2017-08-16,London,Internal Meetings,,167,4.8,100.68,,272.48,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-08-18,2017-08-18,Bristol,Stakeholder Engagement,,,2,,,2,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-08-22,2017-08-23,London,Internal Meetings,,92.6,4.8,112.86,,210.26,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-08-29,2017-08-31,London,Internal Meetings,,83.2,4.8,214.36,,302.36,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-09-05,2017-09-07,London,Internal Meetings,,93.8,4.8,100.68,,199.28,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-09-12,2017-09-13,London,Internal Meetings,,46.9,2.4,116,,165.3,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-09-13,2017-09-13,Cambridge,Stakeholder Engagement,,23.6,7.9,155.52,,187.02,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-09-14,2017-09-14,London,Internal Meetings,,70.5,21.6,,,92.1,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-09-18,2017-09-20,Belfast,FSA Board Meeting,178.48,,106.43,405.45,,690.36,
JULIE PIERCE,"Director of Openness, Data and Digital ",2017-09-26,2017-09-26,London,Internal Meetings,,150,2.4,,,152.4,
NINA PURCELL,Director of Regulatory Delivery ,2017-07-03,2017-07-04,London,Stakeholder Engagement,,43.4,,359.54,,402.94,
NINA PURCELL,Director of Regulatory Delivery ,2017-07-05,2017-07-05,Birmingham,Stakeholder Engagement,,105.2,16.5,5.5,,127.2,
NINA PURCELL,Director of Regulatory Delivery ,2017-07-11,2017-07-11,Llandrindod Wells,Stakeholder Engagement,,,35.55,,,35.55,
NINA PURCELL,Director of Regulatory Delivery ,2017-08-08,2017-08-09,London,Internal Meetings,,98.4,10.36,179.29,,288.05,
NINA PURCELL,Director of Regulatory Delivery ,2017-08-14,2017-08-14,Warrington,Stakeholder Engagement,,61.4,,4.24,,65.64,
NINA PURCELL,Director of Regulatory Delivery ,2017-08-22,2017-08-23,London,Internal Meetings,,98.4,10.36,181.99,,290.75,
NINA PURCELL,Director of Regulatory Delivery ,2017-08-29,2017-08-30,London,Internal Meetings,,98.4,10.36,173.8,,282.56,
NINA PURCELL,Director of Regulatory Delivery ,2017-09-11,2017-09-12,London,Internal Meetings,,98.4,10.36,148.82,,257.58,
NINA PURCELL,Director of Regulatory Delivery ,2017-09-13,2017-09-13,Tamworth,Stakeholder Engagement,,,79.2,,,79.2,
NINA PURCELL,Director of Regulatory Delivery ,2017-09-18,2017-09-20,Belfast,FSA Board Meeting,309.42,,72,291.5,,672.92,
NINA PURCELL,Director of Regulatory Delivery ,2017-09-21,2017-09-21,London,Internal Meetings,,98.4,5.36,4.75,,108.51,
NINA PURCELL,Director of Regulatory Delivery ,2017-09-25,2017-09-28,London ,Executive Management Team Meeting,,152.2,15.36,326.7,,494.26,
STEVE WEARNE,Director of Policy,2017-07-10,2017-07-10,Netherlands,Inter-governmental meeting,249,16.02,,,,265.02,
STEVE WEARNE,Director of Policy,2017-07-12,2017-07-12,Cambridge,Stakeholder Engagement,,50.7,36,,,86.7,
STEVE WEARNE,Director of Policy,2017-07-13,2017-07-14,"Parma, Italy",Stakeholder Engagement,280.01,,,73.38,,353.39,
STEVE WEARNE,Director of Policy,2017-07-16,2017-07-20,Geneva,Inter-governmental meeting,530.99,,,552.36,19.7,1103.05,
STEVE WEARNE,Director of Policy,2017-08-29,2017-09-02,China ,Inter-governmental meeting,1316.4,,,125.66,,1442.06,
STEVE WEARNE,Director of Policy,2017-09-23,2017-09-28,Rome,Inter-governmental meeting,200.5,8.4,,498.84,,707.74,
DR COLIN SULLIVAN,Chief Operating Officer (Joined the FSA September 2017),2017-09-25,2017-09-28,London,Internal Meetings,556.94,,58.95,268.49,,884.38,
