Name,Title,DateFrom,DateTo,Destination,Purpose,TravelAirGBP,TravelRailGBP,TravelCarTaxiBusGBP,SubsistenceAccommodationMealsGBP,OtherInclHospitalityGivenGBP,TotalGBP,Notes
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-07-01,2019-07-02,York/London, Internal Meetings,175.51,63.3,102.7,168.23,50.99,560.73,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-07-02,2019-07-02,Coleraine,Stakeholder Engagement,,,63.9,,,63.9,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-07-09,2019-07-10,London, Internal Meetings,245.63,,2.7,135.54,50.99,434.86,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-07-30,2019-07-31,London,Executive Management Team Meeting,476.76,37,2.7,182,64.99,763.45,Inc. meal (2 FSA officials)
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-07-31,2019-07-31,London,Oyster Card Top-Up,,60,,,,60,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-08-09,2019-08-09,Ballynahinch,Stakeholder Engagement,,,10.8,15,,25.8,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-08-13,2019-08-14,London, Internal Meetings,160.44,37,2.7,192,55.99,448.13,Inc. evening meal (3 FSA officials)
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-08-20,2019-08-21,London,Executive Management Team Meeting,162.76,37,2.7,156.6,,359.06,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-08-27,2019-08-28,London, Internal Meetings,397.76,37,2.7,267.35,55.99,760.8,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-09-02,2019-09-02,Belfast,Office / Site Visit,,,,,2.35,2.35,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-09-05,2019-09-05,Dublin,Inter-governmental meeting,,23,,,,23,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-09-10,2019-09-11,London, Internal Meetings,406.08,37,2.7,220.15,48.99,714.92,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-09-16,2019-09-16,London, Internal Meetings,200.76,48,2.7,,70.99,322.45,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-09-23,2019-09-24,London, Internal Meetings,375.76,37,2.7,133.35,48.99,597.8,
MARIA JENNINGS,"Director for Regulatory Compliance, People and Northern Ireland",2019-09-26,2019-09-26,Belfast,Inter-governmental meeting,,,6.3,,,6.3,
RICK MUMFORD,Director of Science,2019-09-02,2019-09-04,London, Internal Meetings,,148.25,,251.5,,399.75,
RICK MUMFORD,Director of Science,2019-09-10,2019-09-12,London, Internal Meetings,,138,,349,,487,
RICK MUMFORD,Director of Science,2019-09-16,2019-09-18,Belfast,FSA Board Meeting,161.52,,112.02,244,,517.54,
RICK MUMFORD,Director of Science,2019-09-18,2019-09-20,London, Internal Meetings,,84.3,,357.5,,441.8,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-07-01,2019-07-04,London, Internal Meetings,,159.1,2.4,525.15,,686.65,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-07-11,2019-07-11,York,Staff Event,,254.6,,2.3,,256.9,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-07-16,2019-07-17,London, Internal Meetings,,96.6,4.8,182,,283.4,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-07-19,2019-07-19,London,External Conference,,121.4,4.8,,,126.2,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-07-22,2019-07-24,London, Internal Meetings,,144.4,9.4,288.5,,442.3,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-07-30,2019-07-30,London,Executive Management Team Meeting,,159.1,4.8,,,163.9,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-08-01,2019-08-01,London, Internal Meetings,,159.1,4.8,,,163.9,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-08-06,2019-08-06,London, Internal Meetings,,113.6,,,,113.6,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-08-20,2019-08-20,London,Executive Management Team Meeting,,113.6,,,,113.6,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-08-27,2019-08-28,London,Executive Management Team Meeting,,110,,,,110,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-09-03,2019-09-05,London, Internal Meetings,,110,,270.95,,380.95,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-09-10,2019-09-11,London, Internal Meetings,,113.6,,,,113.6,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-09-16,2019-09-17,Belfast,FSA Board Meeting,153.99,,31,244,35,463.99,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-09-18,2019-09-19,London, Internal Meetings,,109,2.8,202.4,,314.2,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-09-23,2019-09-26,London, Internal Meetings,,110,,506,,616,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2019-09-30,2019-09-30,London, Internal Meetings,,51.5,,137.5,,189,
REBECCA SUDWORTH, Director of Policy,2019-07-09,2019-07-09,Cardiff, Internal Meetings,,148.8,,,,148.8,
REBECCA SUDWORTH, Director of Policy,2019-07-12,2019-07-12,Welwyn Garden City,Office / Site Visit,,13.7,,,,13.7,
REBECCA SUDWORTH, Director of Policy,2019-07-17,2019-07-18,Aberdeen,Office / Site Visit,242.54,25,68.52,110.85,,446.91,
REBECCA SUDWORTH, Director of Policy,2019-08-07,2019-08-07,Blackburn,Office / Site Visit,,191.6,10.2,16.46,,218.26,
REBECCA SUDWORTH, Director of Policy,2019-08-12,2019-08-12,Telford,Office / Site Visit,,115.05,,16.45,,131.5,
REBECCA SUDWORTH, Director of Policy,2019-09-10,2019-09-10,Trowbridge,Office / Site Visit,,128.8,,6.55,,135.35,
REBECCA SUDWORTH, Director of Policy,2019-09-16,2019-09-18,Belfast,FSA Board Meeting,273.63,,10,261.9,,545.53,
REBECCA SUDWORTH, Director of Policy,2019-09-26,2019-09-26,Birmingham, Internal Meetings,,92.35,8,11,,111.35,
DR COLIN SULLIVAN,Chief Operating Officer,2019-07-02,2019-07-02,London, Internal Meetings,210.16,65.5,28,112.52,,416.18,
DR COLIN SULLIVAN,Chief Operating Officer,2019-07-03,2019-07-03,Devon,Office / Site Visit,,,,84.5,,84.5,
DR COLIN SULLIVAN,Chief Operating Officer,2019-07-04,2019-07-04,Devon,Office / Site Visit,108.53,,30,13.04,,151.57,
DR COLIN SULLIVAN,Chief Operating Officer,2019-07-10,2019-07-10,London,Inter-governmental meeting,109.18,,28.88,,,138.06,
DR COLIN SULLIVAN,Chief Operating Officer,2019-07-14,2019-07-14,London,Inter-governmental meeting,92.67,,,,,92.67,
DR COLIN SULLIVAN,Chief Operating Officer,2019-07-30,2019-07-30,London,Executive Management Team Meeting,205.64,,53.1,122.48,,381.22,
DR COLIN SULLIVAN,Chief Operating Officer,2019-07-31,2019-07-31,Aberdeen,Inter-governmental meeting,,,,102.45,,102.45,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-01,2019-08-01,Aberdeen, Internal Meetings,,22.6,,6.39,,28.99,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-02,2018-08-02,Dundee/Edinburgh, Internal Meetings,91.62,23.7,30,,,145.32,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-05,2018-08-05,York, Internal Meetings,160.52,,95.99,96.99,48,401.5,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-06,2019-08-06,York, Internal Meetings,,,,113.37,,113.37,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-07,2019-08-07,York, Internal Meetings,,,50,5.64,,55.64,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-13,2019-08-13,London, Internal Meetings,122.84,,28,166,,316.84,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-14,2019-08-14,London, Internal Meetings,153.51,,30,10,,193.51,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-28,2019-08-28,London,Staff Event,90.52,,28,136.65,,255.17,
DR COLIN SULLIVAN,Chief Operating Officer,2019-08-29,2019-08-29,London, Internal Meetings,188.31,,30,,,218.31,
DR COLIN SULLIVAN,Chief Operating Officer,2019-09-03,2019-09-03,London, Internal Meetings,156.99,,58,15,,229.99,
DR COLIN SULLIVAN,Chief Operating Officer,2019-09-11,2019-09-11,Birmingham,Staff Event,66.29,60.1,31.99,203.49,,361.87,
DR COLIN SULLIVAN,Chief Operating Officer,2019-09-12,2019-09-12,London,Inter-governmental meeting,,89,,89.85,,178.85,
DR COLIN SULLIVAN,Chief Operating Officer,2019-09-13,2019-09-13,Birmingham,Stakeholder Engagement ,146.38,,,8.9,,155.28,
DR COLIN SULLIVAN,Chief Operating Officer,2019-09-23,2019-09-23,London,Internal Meetings,82.44,,28,174.44,,284.88,
DR COLIN SULLIVAN,Chief Operating Officer,2019-09-24,2019-09-24,London,Executive Management Team Meeting,,44,35.38,66.5,,145.88,
DR COLIN SULLIVAN,Chief Operating Officer,2019-09-25,2019-09-25,London,Internal Meetings,125.31,52,30,15,,222.31,
STEVE WEARNE,Director of Science,2019-06-30,2019-07-12,Geneva,Inter-governmental meeting,218.5,,151,2672.17,,3041.67,
STEVE WEARNE,Director of Science,2019-07-15,2019-07-16,London, Internal Meetings,,67,,118.29,,185.29,
STEVE WEARNE,Director of Science,2019-07-29,2019-07-31,London,Executive Management Team Meeting,,147.5,,256.94,,404.44,
STEVE WEARNE,Director of Science,2019-08-05,2019-08-06,London, Internal Meetings,,199,,119.89,,318.89,
STEVE WEARNE,Director of Science,2019-08-13,2019-08-14,London, Internal Meetings,,187.5,,143.51,,331.01,
STEVE WEARNE,Director of Science,2019-08-31,2019-09-07,"Nairobi, Kenya",Inter-governmental meeting,2369.49,,53.62,830.21,35.19,3288.51,
STEVE WEARNE,Director of Science,2019-09-10,2019-09-12,London, Internal Meetings,,104.2,,396.48,,500.68,
STEVE WEARNE,Director of Science,2019-09-21,2019-09-26,"Goa, India",Inter-governmental meeting,2051.02,,,536.98,84.5,2672.5,
