Name,Title,DateFrom,DateTo,Destination,Purpose,TravelAirGBP,TravelRailGBP,TravelCarTaxiGBP,AccommodationMealsGBP,OtherInclHospitalityGivenGBP,TotalGBP,Notes
Heather Hancock LVO,Chair (1 April 2016 - official start date as FSA Chair),2016-06-20,2016-06-21,London,Official Meetings,,43,28.88,155,,226.88,
Heather Hancock LVO,Chair (1 April 2016 - official start date as FSA Chair),2016-06-21,2016-06-21,Cardiff,Official Meetings,,238.2,7.88,17.48,,263.56,
Heather Hancock LVO,Chair (1 April 2016 - official start date as FSA Chair),2016-06-27,2016-06-30,London,Official Meetings,,237.5,33.76,434.04,,705.3,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-04-04,2016-04-05,London,Official Meetings,,71.45,33.1,156,,260.55,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-04-19,2016-04-19,London,Official Meetings,,111.45,28.7,16.75,,156.9,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-04-21,2016-04-21,Cardiff,Official Meetings,,,56.25,,,56.25,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-04-27,2016-04-29,London,Official Meetings,,71.45,33.1,273.25,,377.8,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-05-12,2016-05-13,Cardiff,Official Meetings,,,45.35,101.55,,146.9,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-05-16,2016-05-18,Belfast,FSA Board Meeting,142.51,14.5,29.75,261.8,,448.56,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-05-18,2016-05-19,London,Official Meetings,,72.15,12.15,35.89,,120.19,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-06-01,2016-06-01,Cardiff,Stakeholder Event,,,34.5,6.15,,40.65,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-06-13,2016-06-14,London,Official Meetings,,58.15,33.1,127,,218.25,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-06-21,2016-06-21,Cardiff,Official Meetings,,7,30.3,10.03,,47.33,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-06-22,2016-06-22,London,Official Meetings,,120.8,24.3,11.88,,156.98,
Tim Bennett,Deputy Chair (1 April 2016 - reverted to substantive Deputy Chair post),2016-06-28,2016-06-30,London,Stakeholder Event / Official Meetings,,73.85,33.3,94,,201.15,
David Brooks,Board Member (joined the FSA April 2016),2016-04-28,2016-04-28,London,Official Meetings,,16.3,,,,16.3,
David Brooks,Board Member (joined the FSA April 2016),2016-05-10,2016-05-10,London,Official Meetings,,16.3,,,,16.3,
David Brooks,Board Member (joined the FSA April 2016),2016-05-16,2016-05-18,Belfast,FSA Board Meeting,121.64,16.3,35,250,,422.94,
David Brooks,Board Member (joined the FSA April 2016),2016-06-22,2016-06-22,Cardiff,Stakeholder Event,,29.5,14,,,43.5,
David Brooks,Board Member (joined the FSA April 2016),2016-06-24,2016-06-24,Teddington,Stakeholder Visit,,,27,,,27,
Dr Henrietta Campbell,Board Member and Chair of Northern Ireland Food Advisory Committee,2016-05-16,2016-05-18,Belfast,FSA Board Meeting,,,,238,,238,
Ram Gidoomal,Board Member,2016-05-16,2016-05-18,Belfast,FSA Board Meeting,141.64,44.35,80,253.05,,519.04,
Ram Gidoomal,Board Member,2016-06-01,2016-06-02,Belfast ,Official Meetings,232.21,,40,116.93,,389.14,
Rosie Glazebrook,Board Member (joined the FSA April 2016),2016-04-28,2016-04-28,London,Official Meetings,,5.3,,,,5.3,
Rosie Glazebrook,Board Member (joined the FSA April 2016),2016-05-16,2016-05-18,Belfast,FSA Board Meeting,148.69,4.3,,238,,390.99,
Rosie Glazebrook,Board Member (joined the FSA April 2016),2016-06-10,2016-06-10,York,Official Meetings,,106.45,8.68,,,115.13,
Rosie Glazebrook,Board Member (joined the FSA April 2016),2016-06-24,2016-06-24,Teddington,Stakeholder Visit,,,8.1,,,8.1,
Rosie Glazebrook,Board Member (joined the FSA April 2016),2016-06-30,2016-06-30,London,Official Meetings,,5.3,,,,5.3,
Jeff Halliwell,Board Member (term ended 31 May 2016),2016-05-16,2016-05-18,Belfast,FSA Board Meeting,140.48,,110,283,,533.48,
Stewart Houston,Board Member (joined the FSA June 2016),2016-05-16,2016-05-18,Belfast,FSA Board Meeting,128.14,,73.8,238,,439.94,
Stewart Houston,Board Member (joined the FSA June 2016),2016-06-06,2016-06-07,London,Official Meetings,,84.55,53.15,134,100.35,372.05,
Stewart Houston,Board Member (joined the FSA June 2016),2016-06-28,2016-06-28,London,Official Meetings,,135.5,21.15,,,156.65,
Heather Peck,Board Member,2016-04-05,2016-04-07,London,Official Meetings,,33.9,111.9,113,,258.8,
Heather Peck,Board Member,2016-05-16,2016-05-18,Belfast,FSA Board Meeting,74.15,,149.8,130.94,,354.89,
Heather Peck,Board Member,2016-06-07,2016-06-08,London,Official Meetings,,31.1,44,154.5,,229.6,
Dr Roland Salmon,Board Member and Chair of  Welsh Food Advisory Committee (term ended 31 May 2016),2016-05-16,2016-05-18,Belfast,FSA Board Meeting,84.83,,,238,,322.83,
Jim Smart,Board Member,2016-05-16,2016-05-18,Belfast,FSA Board Meeting,111.97,,,238,,349.97,
Paul Wiles,Board Member (term ended 31 May 2016),2016-05-16,2016-05-18,Belfast,FSA Board Meeting,,,,238,,238,
Paul Williams,Board Member (joined the FSA June 2016),2016-04-28,2016-04-28,London,Official Meetings,,51.8,,,,51.8,
Paul Williams,Board Member (joined the FSA June 2016),2016-06-09,2016-06-10,York,Official Meetings,,196.1,,,,196.1,
