Name,Title,DateFrom,DateTo,Destination,Purpose,TravelAirGBP,TravelRailGBP,TravelCarTaxiGBP,AccommodationMealsGBP,OtherInclHospitalityGivenGBP,TotalGBP,Notes
Julie Pierce,"Director of Openness, Data and Digital",2016-09-16,2016-09-16,London,Stakeholder Event ,,131.5,4.8,1.95,,138.25,
Julie Pierce,"Director of Openness, Data and Digital",2016-09-20,2016-09-22,London,Official Meeting / FSA Board meeting,,142.4,,174,,316.4,
Julie Pierce,"Director of Openness, Data and Digital",2016-09-26,2016-09-26,London,Official Meeting ,,86.4,,,,86.4,
Julie Pierce,"Director of Openness, Data and Digital",2016-09-28,2016-09-29,London,Executive Management Team Meeting,,112.4,,195,,307.4,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-07-05,2016-07-06,London,Stakeholder Meetings,,156.4,,125.23,,281.63,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-08-02,2016-08-03,London,Stakeholder Meetings,,94.8,,130.85,,225.65,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-08-09,2016-08-10,Anglesey,Stakeholder Meetings,,37.85,85.42,145.64,,268.91,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-08-16,2016-08-17,Surrey,Executive Management Team Meeting,,98,,83.29,,181.29,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-08-17,2016-08-18,Aberdeen,Stakeholder Meetings,,,20,89.15,,109.15,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-08-31,2016-09-01,London,Stakeholder Meetings,,156.4,,113.93,,270.33,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-09-07,2016-09-08,Cirencester,Executive Management Team Meeting,,,,168,,168,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-09-09,2016-09-09,Oxfordshire,Stakeholder Meeting,,,30.64,,,30.64,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-09-14,2016-09-14,Birmingham,Senior Leadership Team Meeting,,19.2,,,,19.2,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-09-20,2016-09-21,London,FSA Board Meeting,,95.8,,178.8,,274.6,
Nina Purcell,Director of FSA Wales and Local Delivery,2016-09-26,2016-09-27,Brussels,Stakeholder Meeting ,448.63,61,,395.89,,905.52,
Steve Wearne,Director of Policy,2016-07-05,2016-07-07,London,Official Meetings,,178.1,15,232.52,,425.62,
Steve Wearne,Director of Policy,2016-07-11,2016-07-12,London,Official Meetings,,65.3,,112.25,26.05,203.6,26.05 - cost of evening meal includes payment for 2 FSA officials
Steve Wearne,Director of Policy,2016-07-13,2016-07-13,London,FSA Board meeting,,57.9,15,100.98,,173.88,
Steve Wearne,Director of Policy,2016-07-19,2016-07-19,London,Official Meetings,,57.9,,114.26,,172.16,
Steve Wearne,Director of Policy,2016-07-20,2016-07-21,London,Executive Management Team Meeting,,114.8,15,108.12,,237.92,
Steve Wearne,Director of Policy,2016-07-26,2016-07-26,London,Official meetings,,112.4,,100.98,40,253.38,40.00 - cost of evening meal includes payment for 2 FSA officials
Steve Wearne,Director of Policy,2016-07-27,2016-07-27,Cambridge,Stakeholder visit,,51.2,4.1,114.72,,170.02,
Steve Wearne,Director of Policy,2016-07-28,2016-07-28,Welwyn Garden City,Stakeholder visit,,67.6,25.7,3.99,,97.29,
Steve Wearne,Director of Policy,2016-08-02,2016-08-04,London,Official Meetings,,98.2,18.3,227.82,123,467.32,123.00 - cost of evening meal includes payment for 6 FSA officials
Steve Wearne,Director of Policy,2016-08-09,2016-08-11,London,Official Meetings,,98.2,15.3,230.28,24.64,368.42,24.64 - cost of evening meal includes payment for 2 FSA officials
Steve Wearne,Director of Policy,2016-08-16,2016-08-17,Woking,Executive Management Team Meeting,,184.2,10.2,83.29,,277.69,
Steve Wearne,Director of Policy,2016-08-18,2016-08-19,Belfast,Stakeholder visit,132.39,,134.71,95,,362.1,
Steve Wearne,Director of Policy,2016-08-23,2016-08-24,London,Official Meetings,,224.8,10.2,123.16,,358.16,
Steve Wearne,Director of Policy,2016-08-30,2016-08-31,London,Official Meetings,,94.4,10.2,118.08,,222.68,
Steve Wearne,Director of Policy,2016-09-06,2016-09-07,london,Official Meetings,,64.4,10,121.83,,196.23,
Steve Wearne,Director of Policy,2016-09-08,2016-09-08,Gloucestershire,Executive Management Team Meeting,,59.1,15.3,168,,242.4,
Steve Wearne,Director of Policy,2016-09-11,2016-09-15,Washington USA,Stakeholder visit,1309.59,42.32,70.6,517.06,13.11,1952.68,
Steve Wearne,Director of Policy,2016-09-20,2016-09-20,London,Official Meetings,60.68,3.3,5,104.77,,173.75,
Steve Wearne,Director of Policy,2016-09-21,2016-09-21,London,FSA Board meeting,,,,115.71,,115.71,
Steve Wearne,Director of Policy,2016-09-22,2016-09-22,London,Official Meetings,,57.9,34.75,3.75,,96.4,
