Name,Title,DateFrom,DateTo,Destination,Purpose,TravelAirGBP,TravelRailGBP,TravelCarTaxiBusGBP,SubsistenceAccommodationMealsGBP,OtherInclHospitalityGivenGBP,TotalGBP,Notes
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-01-20,2020-01-22,London,FSA Board Meeting,,217.6,,270.9,,488.5,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-01-28,2020-01-30,London,Executive Management Team Meeting,,217.6,,240.49,,458.09,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-02-04,2020-02-05,London,Executive Management Team Meeting,,217.6,11.44,148.5,,377.54,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-02-11,2020-02-12,London,Executive Management Team Meeting,,212.1,,163.4,,375.5,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-02-13,2020-02-13,York,Office / Site Visit,,269.45,6,,,275.45,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-02-18,2020-02-20,London, Internal Meetings,,212.1,,126.5,,338.6,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-02-23,2020-02-29,"Seattle, USA",Stakeholder Engagement,2074.57,116.8,22.35,784.66,6.62,3005,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-03-05,2020-03-06,London,Executive Management Team Meeting,,136.25,,115,,251.25,
JULIE PIERCE,"Director of Openness, Data and Digital and Wales",2020-03-09,2020-03-11,London,FSA Board Meeting,,211.85,,245,,456.85,
REBECCA SUDWORTH, Director of Policy,2020-01-23,2020-01-26,Edinburgh,Office/Site Visit,,172.65,,96.1,,268.75,
REBECCA SUDWORTH, Director of Policy,2020-02-25,2020-02-26,Birmingham,External Conference,,95.9,15,92.8,,203.7,
DR COLIN SULLIVAN,Chief Operating Officer,2020-01-13,2020-01-13,London,Executive Management Team Meeting,62.98,,30,91.5,,184.48,
DR COLIN SULLIVAN,Chief Operating Officer,2020-01-14,2020-01-14,London,Stakeholder Engagement,187.31,,28,4.8,,220.11,
DR COLIN SULLIVAN,Chief Operating Officer,2020-01-20,2020-01-20,London,FSA Board Meeting,163.47,,30,91.5,,284.97,
DR COLIN SULLIVAN,Chief Operating Officer,2020-01-21,2020-01-21,London,FSA Board Meeting,106.31,,28,,,134.31,
DR COLIN SULLIVAN,Chief Operating Officer,2020-01-23,2020-01-23,London,Inter-governmental meeting,223.87,,38.1,3.65,,265.62,
DR COLIN SULLIVAN,Chief Operating Officer,2020-01-24,2020-01-24,London,Inter-governmental meeting,162.81,,,,,162.81,
DR COLIN SULLIVAN,Chief Operating Officer,2020-01-30,2020-01-30,London,Executive Management Team Meeting,3059.64,,30,1.7,,3091.34,Inc UK & International flight to NZ
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-01,2020-02-01,New Zealand,Inter-governmental meeting,,,,109.05,,109.05,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-02,2020-02-02,New Zealand,Inter-governmental meeting,,,,113.98,25.75,139.73,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-03,2020-02-03,New Zealand,Inter-governmental meeting,,,,103.06,,103.06,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-04,2020-02-04,New Zealand,Inter-governmental meeting,,,,155,51.5,206.5,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-05,2020-02-05,New Zealand,Inter-governmental meeting,,,,141.49,,141.49,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-06,2020-02-06,New Zealand,Inter-governmental meeting,,,,141.49,,141.49,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-07,2020-02-07,New Zealand,Inter-governmental meeting,,,,195.07,29.5,224.57,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-08,2020-02-08,New Zealand,Inter-governmental meeting,,,,109.08,,109.08,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-09,2020-02-09,New Zealand,Inter-governmental meeting,,,,108.36,,108.36,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-10,2020-02-10,New Zealand,Inter-governmental meeting,,,,6.72,29,35.72,
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-11,2020-02-11,London,Inter-governmental meeting,3314.89,,28,,,3342.89,Inc UK & International flight from NZ
DR COLIN SULLIVAN,Chief Operating Officer,2020-02-14,2020-02-14,London, Internal Meetings,489.97,,,9.54,,499.51,
DR COLIN SULLIVAN,Chief Operating Officer,2020-03-02,2020-03-02,Belfast,Inter-governmental meeting,,,3.6,,,3.6,
DR COLIN SULLIVAN,Chief Operating Officer,2020-03-03,2020-03-03,London ,Stakeholder Engagement,247.98,,30,97.18,,375.16,
DR COLIN SULLIVAN,Chief Operating Officer,2020-03-04,2020-03-04,Birmingham , Internal Meetings,,,,84,,84,
DR COLIN SULLIVAN,Chief Operating Officer,2020-03-05,2020-03-05,London,Executive Management Team Meeting,,,,145.9,,145.9,
DR COLIN SULLIVAN,Chief Operating Officer,2020-03-06,2020-03-06,London, Internal Meetings,220.8,,28,11.4,,260.2,
DR COLIN SULLIVAN,Chief Operating Officer,2020-03-10,2020-02-10,London,FSA Board Meeting,96.99,,30,145.98,,272.97,
DR COLIN SULLIVAN,Chief Operating Officer,2020-03-11,2020-03-11,London,FSA Board Meeting,338.81,,28,,,366.81,
STEVE WEARNE,"Director, Global Affairs",2020-01-21,2020-01-23,Cairo,Inter-governmental meeting,,141.45,,,8.8,150.25,
STEVE WEARNE,"Director, Global Affairs",2020-01-28,2020-01-28,London,Executive Management Team Meeting,,152.75,,4.45,,157.2,
STEVE WEARNE,"Director, Global Affairs",2020-02-08,2020-02-15,Geneva,Inter-governmental meeting,91.38,2.38,121.03,1250.43,3.13,1468.35,
STEVE WEARNE,"Director, Global Affairs",2020-02-23,2020-02-28,Seattle,Inter-governmental meeting,2074.47,124.1,53.59,1137.1,13.16,3402.42,
STEVE WEARNE,"Director, Global Affairs",2020-03-04,2020-03-06,London, Internal Meetings,,130.25,,272.55,,402.8,
